measurement,cell_type,cell_name,sample_name,gene_symbol,observation
0.6204,Cellline,NB,NB.C7,CCT6A,2268
0.7586,Cellline,NB,NB.C8,CCT6A,2269
0.823,Cellline,NB,NB.C9,CCT6A,2270
0.843,Cellline,RMS,RMS.C10,CCT6A,2271
1.1202,Cellline,RMS,RMS.C11,CCT6A,2272
0.4447,Cellline,RMS,RMS.C2,CCT6A,2273
0.7195,Cellline,RMS,RMS.C3,CCT6A,2274
0.3649,Cellline,RMS,RMS.C4,CCT6A,2275
0.4658,Cellline,RMS,RMS.C5,CCT6A,2276
0.5146,Cellline,RMS,RMS.C6,CCT6A,2277
0.9465,Cellline,RMS,RMS.C7,CCT6A,2278
1.5665,Cellline,RMS,RMS.C8,CCT6A,2279
0.3728,Cellline,RMS,RMS.C9,CCT6A,2280
0.8009,Tumor,EWS,EWS.T1,CCT6A,2281
0.9334,Tumor,EWS,EWS.T11,CCT6A,2282
0.7644,Tumor,EWS,EWS.T12,CCT6A,2283
0.779,Tumor,EWS,EWS.T13,CCT6A,2284
8.7839,Tumor,EWS,EWS.T14,CCT6A,2285
3.2034,Tumor,EWS,EWS.T15,CCT6A,2286
3.5759,Tumor,EWS,EWS.T19,CCT6A,2287
1.9195,Tumor,EWS,EWS.T2,CCT6A,2288
1.7567,Tumor,EWS,EWS.T3,CCT6A,2289
1.1329,Tumor,EWS,EWS.T4,CCT6A,2290
3.7951,Tumor,EWS,EWS.T6,CCT6A,2291
3.5792,Tumor,EWS,EWS.T7,CCT6A,2292
7.322,Tumor,EWS,EWS.T9,CCT6A,2293
0.8986,Tumor,RMS,RMS.T1,CCT6A,2294
0.6533,Tumor,RMS,RMS.T10,CCT6A,2295
0.9788,Tumor,RMS,RMS.T11,CCT6A,2296
1.0833,Tumor,RMS,RMS.T2,CCT6A,2297
1.2545,Tumor,RMS,RMS.T3,CCT6A,2298
0.7372,Tumor,RMS,RMS.T4,CCT6A,2299
0.7724,Tumor,RMS,RMS.T5,CCT6A,2300
0.7706,Tumor,RMS,RMS.T6,CCT6A,2301
0.5079,Tumor,RMS,RMS.T7,CCT6A,2302
1.0272,Tumor,RMS,RMS.T8,CCT6A,2303
1.9453,Tumor,RMS,RMS.T9,CCT6A,2304
0.5165,Cellline,BL-NHL,BL.C1,CD83,2305
0.5097,Cellline,BL-NHL,BL.C2,CD83,2306
0.9389,Cellline,BL-NHL,BL.C3,CD83,2307
1.1716,Cellline,BL-NHL,BL.C4,CD83,2308
2.3301,Cellline,BL-NHL,BL.C5,CD83,2309
1.1629,Cellline,BL-NHL,BL.C6,CD83,2310
1.2601,Cellline,BL-NHL,BL.C7,CD83,2311
0.5052,Cellline,BL-NHL,BL.C8,CD83,2312
0.2325,Cellline,EWS,EWS.C1,CD83,2313
0.7068,Cellline,EWS,EWS.C10,CD83,2314
0.5497,Cellline,EWS,EWS.C11,CD83,2315
0.267,Cellline,EWS,EWS.C2,CD83,2316
0.3257,Cellline,EWS,EWS.C3,CD83,2317
0.6136,Cellline,EWS,EWS.C4,CD83,2318
0.5323,Cellline,EWS,EWS.C6,CD83,2319
0.4984,Cellline,EWS,EWS.C7,CD83,2320
0.439,Cellline,EWS,EWS.C8,CD83,2321
0.4923,Cellline,EWS,EWS.C9,CD83,2322
0.3423,Cellline,NB,NB.C1,CD83,2323
0.3043,Cellline,NB,NB.C10,CD83,2324
0.218,Cellline,NB,NB.C11,CD83,2325
0.3444,Cellline,NB,NB.C12,CD83,2326
0.3324,Cellline,NB,NB.C2,CD83,2327
0.3644,Cellline,NB,NB.C3,CD83,2328
0.3229,Cellline,NB,NB.C4,CD83,2329
0.4287,Cellline,NB,NB.C5,CD83,2330
0.2514,Cellline,NB,NB.C6,CD83,2331
0.1699,Cellline,NB,NB.C7,CD83,2332
0.5502,Cellline,NB,NB.C8,CD83,2333
0.2747,Cellline,NB,NB.C9,CD83,2334
0.3299,Cellline,RMS,RMS.C10,CD83,2335
0.3728,Cellline,RMS,RMS.C11,CD83,2336
0.1572,Cellline,RMS,RMS.C2,CD83,2337
0.2671,Cellline,RMS,RMS.C3,CD83,2338
0.1782,Cellline,RMS,RMS.C4,CD83,2339
0.3598,Cellline,RMS,RMS.C5,CD83,2340
0.3127,Cellline,RMS,RMS.C6,CD83,2341
0.4265,Cellline,RMS,RMS.C7,CD83,2342
0.2244,Cellline,RMS,RMS.C8,CD83,2343
0.4421,Cellline,RMS,RMS.C9,CD83,2344
0.6927,Tumor,EWS,EWS.T1,CD83,2345
0.3279,Tumor,EWS,EWS.T11,CD83,2346
0.3324,Tumor,EWS,EWS.T12,CD83,2347
0.5893,Tumor,EWS,EWS.T13,CD83,2348
0.3226,Tumor,EWS,EWS.T14,CD83,2349
0.4697,Tumor,EWS,EWS.T15,CD83,2350
0.2679,Tumor,EWS,EWS.T19,CD83,2351
0.5579,Tumor,EWS,EWS.T2,CD83,2352
0.4448,Tumor,EWS,EWS.T3,CD83,2353
0.4958,Tumor,EWS,EWS.T4,CD83,2354
0.3923,Tumor,EWS,EWS.T6,CD83,2355
0.2442,Tumor,EWS,EWS.T7,CD83,2356
0.6217,Tumor,EWS,EWS.T9,CD83,2357
0.3075,Tumor,RMS,RMS.T1,CD83,2358
0.1783,Tumor,RMS,RMS.T10,CD83,2359
0.1935,Tumor,RMS,RMS.T11,CD83,2360
0.2334,Tumor,RMS,RMS.T2,CD83,2361
0.295,Tumor,RMS,RMS.T3,CD83,2362
0.4608,Tumor,RMS,RMS.T4,CD83,2363
0.4638,Tumor,RMS,RMS.T5,CD83,2364
0.0941,Tumor,RMS,RMS.T6,CD83,2365
0.2401,Tumor,RMS,RMS.T7,CD83,2366
0.2076,Tumor,RMS,RMS.T8,CD83,2367
0.3858,Tumor,RMS,RMS.T9,CD83,2368
0.4414,Cellline,BL-NHL,BL.C1,CD99,2369
0.37,Cellline,BL-NHL,BL.C2,CD99,2370
0.6796,Cellline,BL-NHL,BL.C3,CD99,2371
0.8575,Cellline,BL-NHL,BL.C4,CD99,2372
0.3863,Cellline,BL-NHL,BL.C5,CD99,2373
1.0908,Cellline,BL-NHL,BL.C6,CD99,2374
0.4791,Cellline,BL-NHL,BL.C7,CD99,2375
0.4366,Cellline,BL-NHL,BL.C8,CD99,2376
2.1818,Cellline,EWS,EWS.C1,CD99,2377
3.1082,Cellline,EWS,EWS.C10,CD99,2378
5.5589,Cellline,EWS,EWS.C11,CD99,2379
2.9232,Cellline,EWS,EWS.C2,CD99,2380
3.7971,Cellline,EWS,EWS.C3,CD99,2381
2.4611,Cellline,EWS,EWS.C4,CD99,2382
3.2889,Cellline,EWS,EWS.C6,CD99,2383
6.7491,Cellline,EWS,EWS.C7,CD99,2384
7.4097,Cellline,EWS,EWS.C8,CD99,2385
3.3348,Cellline,EWS,EWS.C9,CD99,2386
0.923,Cellline,NB,NB.C1,CD99,2387
0.3556,Cellline,NB,NB.C10,CD99,2388
0.9176,Cellline,NB,NB.C11,CD99,2389
1.0418,Cellline,NB,NB.C12,CD99,2390
1.2198,Cellline,NB,NB.C2,CD99,2391
1.6221,Cellline,NB,NB.C3,CD99,2392
0.9902,Cellline,NB,NB.C4,CD99,2393
0.5771,Cellline,NB,NB.C5,CD99,2394
0.6292,Cellline,NB,NB.C6,CD99,2395
1.782,Cellline,NB,NB.C7,CD99,2396
0.3191,Cellline,NB,NB.C8,CD99,2397
1.3207,Cellline,NB,NB.C9,CD99,2398
0.8553,Cellline,RMS,RMS.C10,CD99,2399
1.2441,Cellline,RMS,RMS.C11,CD99,2400
0.9365,Cellline,RMS,RMS.C2,CD99,2401
0.5175,Cellline,RMS,RMS.C3,CD99,2402
2.1013,Cellline,RMS,RMS.C4,CD99,2403
1.0784,Cellline,RMS,RMS.C5,CD99,2404
0.7037,Cellline,RMS,RMS.C6,CD99,2405
1.1871,Cellline,RMS,RMS.C7,CD99,2406
1.46,Cellline,RMS,RMS.C8,CD99,2407
0.5219,Cellline,RMS,RMS.C9,CD99,2408
3.9433,Tumor,EWS,EWS.T1,CD99,2409
5.1036,Tumor,EWS,EWS.T11,CD99,2410
8.0304,Tumor,EWS,EWS.T12,CD99,2411
5.334,Tumor,EWS,EWS.T13,CD99,2412
3.667,Tumor,EWS,EWS.T14,CD99,2413
6.0409,Tumor,EWS,EWS.T15,CD99,2414
2.4342,Tumor,EWS,EWS.T19,CD99,2415
4.4723,Tumor,EWS,EWS.T2,CD99,2416
2.0101,Tumor,EWS,EWS.T3,CD99,2417
4.3301,Tumor,EWS,EWS.T4,CD99,2418
3.3461,Tumor,EWS,EWS.T6,CD99,2419
5.0741,Tumor,EWS,EWS.T7,CD99,2420
6.4894,Tumor,EWS,EWS.T9,CD99,2421
1.3231,Tumor,RMS,RMS.T1,CD99,2422
2.8437,Tumor,RMS,RMS.T10,CD99,2423
1.3632,Tumor,RMS,RMS.T11,CD99,2424
1.51,Tumor,RMS,RMS.T2,CD99,2425
0.8159,Tumor,RMS,RMS.T3,CD99,2426
2.0865,Tumor,RMS,RMS.T4,CD99,2427
1.5225,Tumor,RMS,RMS.T5,CD99,2428
1.2558,Tumor,RMS,RMS.T6,CD99,2429
0.3304,Tumor,RMS,RMS.T7,CD99,2430
1.7112,Tumor,RMS,RMS.T8,CD99,2431
1.8781,Tumor,RMS,RMS.T9,CD99,2432
0.1997,Cellline,BL-NHL,BL.C1,CDH2,2433
0.1893,Cellline,BL-NHL,BL.C2,CDH2,2434
0.1263,Cellline,BL-NHL,BL.C3,CDH2,2435
0.647,Cellline,BL-NHL,BL.C4,CDH2,2436
0.1135,Cellline,BL-NHL,BL.C5,CDH2,2437
0.1616,Cellline,BL-NHL,BL.C6,CDH2,2438
0.09,Cellline,BL-NHL,BL.C7,CDH2,2439
0.0439,Cellline,BL-NHL,BL.C8,CDH2,2440
0.2199,Cellline,EWS,EWS.C1,CDH2,2441
0.044,Cellline,EWS,EWS.C10,CDH2,2442
0.1514,Cellline,EWS,EWS.C11,CDH2,2443
0.1825,Cellline,EWS,EWS.C2,CDH2,2444
0.2847,Cellline,EWS,EWS.C3,CDH2,2445
0.1906,Cellline,EWS,EWS.C4,CDH2,2446
0.1011,Cellline,EWS,EWS.C6,CDH2,2447
0.2596,Cellline,EWS,EWS.C7,CDH2,2448
0.1188,Cellline,EWS,EWS.C8,CDH2,2449
0.1152,Cellline,EWS,EWS.C9,CDH2,2450
2.7239,Cellline,NB,NB.C1,CDH2,2451
1.2546,Cellline,NB,NB.C10,CDH2,2452
1.2589,Cellline,NB,NB.C11,CDH2,2453
1.3409,Cellline,NB,NB.C12,CDH2,2454
1.4694,Cellline,NB,NB.C2,CDH2,2455
3.0805,Cellline,NB,NB.C3,CDH2,2456
1.1996,Cellline,NB,NB.C4,CDH2,2457
0.8995,Cellline,NB,NB.C5,CDH2,2458
1.2749,Cellline,NB,NB.C6,CDH2,2459
1.4177,Cellline,NB,NB.C7,CDH2,2460
1.0959,Cellline,NB,NB.C8,CDH2,2461
0.5521,Cellline,NB,NB.C9,CDH2,2462
0.125,Cellline,RMS,RMS.C10,CDH2,2463
0.6389,Cellline,RMS,RMS.C11,CDH2,2464
0.535,Cellline,RMS,RMS.C2,CDH2,2465
0.2467,Cellline,RMS,RMS.C3,CDH2,2466
0.0567,Cellline,RMS,RMS.C4,CDH2,2467
0.0722,Cellline,RMS,RMS.C5,CDH2,2468
0.3104,Cellline,RMS,RMS.C6,CDH2,2469
0.1266,Cellline,RMS,RMS.C7,CDH2,2470
0.1933,Cellline,RMS,RMS.C8,CDH2,2471
0.1619,Cellline,RMS,RMS.C9,CDH2,2472
0.2345,Tumor,EWS,EWS.T1,CDH2,2473
0.3558,Tumor,EWS,EWS.T11,CDH2,2474
0.3728,Tumor,EWS,EWS.T12,CDH2,2475
0.1434,Tumor,EWS,EWS.T13,CDH2,2476
0.1248,Tumor,EWS,EWS.T14,CDH2,2477
0.1462,Tumor,EWS,EWS.T15,CDH2,2478
0.1109,Tumor,EWS,EWS.T19,CDH2,2479
0.1987,Tumor,EWS,EWS.T2,CDH2,2480
0.1892,Tumor,EWS,EWS.T3,CDH2,2481
0.4008,Tumor,EWS,EWS.T4,CDH2,2482
0.3318,Tumor,EWS,EWS.T6,CDH2,2483
0.2469,Tumor,EWS,EWS.T7,CDH2,2484
0.1658,Tumor,EWS,EWS.T9,CDH2,2485
0.1941,Tumor,RMS,RMS.T1,CDH2,2486
1.1073,Tumor,RMS,RMS.T10,CDH2,2487
0.6299,Tumor,RMS,RMS.T11,CDH2,2488
0.3321,Tumor,RMS,RMS.T2,CDH2,2489
0.6642,Tumor,RMS,RMS.T3,CDH2,2490
0.6053,Tumor,RMS,RMS.T4,CDH2,2491
0.2769,Tumor,RMS,RMS.T5,CDH2,2492
0.0856,Tumor,RMS,RMS.T6,CDH2,2493
0.1292,Tumor,RMS,RMS.T7,CDH2,2494
0.2059,Tumor,RMS,RMS.T8,CDH2,2495
0.4067,Tumor,RMS,RMS.T9,CDH2,2496
0.8136,Cellline,BL-NHL,BL.C1,CDK2AP1,2497
0.2679,Cellline,BL-NHL,BL.C2,CDK2AP1,2498
0.5425,Cellline,BL-NHL,BL.C3,CDK2AP1,2499
1.0204,Cellline,BL-NHL,BL.C4,CDK2AP1,2500
0.4767,Cellline,BL-NHL,BL.C5,CDK2AP1,2501
0.5174,Cellline,BL-NHL,BL.C6,CDK2AP1,2502
0.2296,Cellline,BL-NHL,BL.C7,CDK2AP1,2503
0.4314,Cellline,BL-NHL,BL.C8,CDK2AP1,2504
0.8079,Cellline,EWS,EWS.C1,CDK2AP1,2505
1.5751,Cellline,EWS,EWS.C10,CDK2AP1,2506
1.4238,Cellline,EWS,EWS.C11,CDK2AP1,2507
0.7518,Cellline,EWS,EWS.C2,CDK2AP1,2508
0.4758,Cellline,EWS,EWS.C3,CDK2AP1,2509
1.5407,Cellline,EWS,EWS.C4,CDK2AP1,2510
1.3431,Cellline,EWS,EWS.C6,CDK2AP1,2511
0.4717,Cellline,EWS,EWS.C7,CDK2AP1,2512
1.1567,Cellline,EWS,EWS.C8,CDK2AP1,2513
1.1984,Cellline,EWS,EWS.C9,CDK2AP1,2514
1.1906,Cellline,NB,NB.C1,CDK2AP1,2515
1.1123,Cellline,NB,NB.C10,CDK2AP1,2516
3.7575,Cellline,NB,NB.C11,CDK2AP1,2517
2.2246,Cellline,NB,NB.C12,CDK2AP1,2518
1.0768,Cellline,NB,NB.C2,CDK2AP1,2519
7.6863,Cellline,NB,NB.C3,CDK2AP1,2520
2.9569,Cellline,NB,NB.C4,CDK2AP1,2521
2.0155,Cellline,NB,NB.C5,CDK2AP1,2522
2.3168,Cellline,NB,NB.C6,CDK2AP1,2523
1.7138,Cellline,NB,NB.C7,CDK2AP1,2524
5.4576,Cellline,NB,NB.C8,CDK2AP1,2525
4.5239,Cellline,NB,NB.C9,CDK2AP1,2526
3.8244,Cellline,RMS,RMS.C10,CDK2AP1,2527
1.0856,Cellline,RMS,RMS.C11,CDK2AP1,2528
1.979,Cellline,RMS,RMS.C2,CDK2AP1,2529
2.6709,Cellline,RMS,RMS.C3,CDK2AP1,2530
5.3061,Cellline,RMS,RMS.C4,CDK2AP1,2531
2.4012,Cellline,RMS,RMS.C5,CDK2AP1,2532
3.4173,Cellline,RMS,RMS.C6,CDK2AP1,2533
1.7134,Cellline,RMS,RMS.C7,CDK2AP1,2534
0.3697,Cellline,RMS,RMS.C8,CDK2AP1,2535
3.7467,Cellline,RMS,RMS.C9,CDK2AP1,2536
0.7475,Tumor,EWS,EWS.T1,CDK2AP1,2537
1.1907,Tumor,EWS,EWS.T11,CDK2AP1,2538
0.8037,Tumor,EWS,EWS.T12,CDK2AP1,2539
0.6306,Tumor,EWS,EWS.T13,CDK2AP1,2540
0.2992,Tumor,EWS,EWS.T14,CDK2AP1,2541
0.4968,Tumor,EWS,EWS.T15,CDK2AP1,2542
1.077,Tumor,EWS,EWS.T19,CDK2AP1,2543
0.8695,Tumor,EWS,EWS.T2,CDK2AP1,2544
0.8543,Tumor,EWS,EWS.T3,CDK2AP1,2545
0.7097,Tumor,EWS,EWS.T4,CDK2AP1,2546
1.4966,Tumor,EWS,EWS.T6,CDK2AP1,2547
1.0783,Tumor,EWS,EWS.T7,CDK2AP1,2548
0.5315,Tumor,EWS,EWS.T9,CDK2AP1,2549
4.6415,Tumor,RMS,RMS.T1,CDK2AP1,2550
0.5246,Tumor,RMS,RMS.T10,CDK2AP1,2551
0.2256,Tumor,RMS,RMS.T11,CDK2AP1,2552
3.145,Tumor,RMS,RMS.T2,CDK2AP1,2553
1.5368,Tumor,RMS,RMS.T3,CDK2AP1,2554
1.5454,Tumor,RMS,RMS.T4,CDK2AP1,2555
1.2686,Tumor,RMS,RMS.T5,CDK2AP1,2556
2.5946,Tumor,RMS,RMS.T6,CDK2AP1,2557
2.5564,Tumor,RMS,RMS.T7,CDK2AP1,2558
1.177,Tumor,RMS,RMS.T8,CDK2AP1,2559
1.0967,Tumor,RMS,RMS.T9,CDK2AP1,2560
0.90395,Cellline,BL-NHL,BL.C1,CDK6,2561
0.527,Cellline,BL-NHL,BL.C2,CDK6,2562
1.2836,Cellline,BL-NHL,BL.C3,CDK6,2563
0.63815,Cellline,BL-NHL,BL.C4,CDK6,2564
1.74795,Cellline,BL-NHL,BL.C5,CDK6,2565
0.9977,Cellline,BL-NHL,BL.C6,CDK6,2566
0.43155,Cellline,BL-NHL,BL.C7,CDK6,2567
0.26045,Cellline,BL-NHL,BL.C8,CDK6,2568
0.07985,Cellline,EWS,EWS.C1,CDK6,2569
0.04665,Cellline,EWS,EWS.C10,CDK6,2570
0.0358,Cellline,EWS,EWS.C11,CDK6,2571
0.19785,Cellline,EWS,EWS.C2,CDK6,2572
0.0902,Cellline,EWS,EWS.C3,CDK6,2573
0.23125,Cellline,EWS,EWS.C4,CDK6,2574
0.1469,Cellline,EWS,EWS.C6,CDK6,2575
0.1321,Cellline,EWS,EWS.C7,CDK6,2576
0.05775,Cellline,EWS,EWS.C8,CDK6,2577
0.1382,Cellline,EWS,EWS.C9,CDK6,2578
2.2925,Cellline,NB,NB.C1,CDK6,2579
0.85435,Cellline,NB,NB.C10,CDK6,2580
0.3498,Cellline,NB,NB.C11,CDK6,2581
1.0408,Cellline,NB,NB.C12,CDK6,2582
0.6995,Cellline,NB,NB.C2,CDK6,2583
1.4546,Cellline,NB,NB.C3,CDK6,2584
2.61645,Cellline,NB,NB.C4,CDK6,2585
1.97655,Cellline,NB,NB.C5,CDK6,2586
1.59705,Cellline,NB,NB.C6,CDK6,2587
0.51875,Cellline,NB,NB.C7,CDK6,2588
1.0091,Cellline,NB,NB.C8,CDK6,2589
0.5717,Cellline,NB,NB.C9,CDK6,2590
0.85685,Cellline,RMS,RMS.C10,CDK6,2591
2.4224,Cellline,RMS,RMS.C11,CDK6,2592
1.2032,Cellline,RMS,RMS.C2,CDK6,2593
1.952,Cellline,RMS,RMS.C3,CDK6,2594
2.32095,Cellline,RMS,RMS.C4,CDK6,2595
1.08225,Cellline,RMS,RMS.C5,CDK6,2596
1.4433,Cellline,RMS,RMS.C6,CDK6,2597
1.11585,Cellline,RMS,RMS.C7,CDK6,2598
2.4795,Cellline,RMS,RMS.C8,CDK6,2599
0.3537,Cellline,RMS,RMS.C9,CDK6,2600
0.16375,Tumor,EWS,EWS.T1,CDK6,2601
0.23365,Tumor,EWS,EWS.T11,CDK6,2602
0.1776,Tumor,EWS,EWS.T12,CDK6,2603
0.26845,Tumor,EWS,EWS.T13,CDK6,2604
0.19305,Tumor,EWS,EWS.T14,CDK6,2605
0.13105,Tumor,EWS,EWS.T15,CDK6,2606
0.3003,Tumor,EWS,EWS.T19,CDK6,2607
0.18725,Tumor,EWS,EWS.T2,CDK6,2608
0.20185,Tumor,EWS,EWS.T3,CDK6,2609
0.17845,Tumor,EWS,EWS.T4,CDK6,2610
0.2221,Tumor,EWS,EWS.T6,CDK6,2611
0.18145,Tumor,EWS,EWS.T7,CDK6,2612
0.47935,Tumor,EWS,EWS.T9,CDK6,2613
1.2352,Tumor,RMS,RMS.T1,CDK6,2614
1.52185,Tumor,RMS,RMS.T10,CDK6,2615
1.4627,Tumor,RMS,RMS.T11,CDK6,2616
0.3786,Tumor,RMS,RMS.T2,CDK6,2617
0.66135,Tumor,RMS,RMS.T3,CDK6,2618
1.8172,Tumor,RMS,RMS.T4,CDK6,2619
1.31205,Tumor,RMS,RMS.T5,CDK6,2620
2.88965,Tumor,RMS,RMS.T6,CDK6,2621
0.41975,Tumor,RMS,RMS.T7,CDK6,2622
1.9729,Tumor,RMS,RMS.T8,CDK6,2623
0.67985,Tumor,RMS,RMS.T9,CDK6,2624
1.5855,Cellline,BL-NHL,BL.C1,CDKN3,2625
1.1038,Cellline,BL-NHL,BL.C2,CDKN3,2626
1.0075,Cellline,BL-NHL,BL.C3,CDKN3,2627
0.7069,Cellline,BL-NHL,BL.C4,CDKN3,2628
3.5737,Cellline,BL-NHL,BL.C5,CDKN3,2629
2.2461,Cellline,BL-NHL,BL.C6,CDKN3,2630
2.4018,Cellline,BL-NHL,BL.C7,CDKN3,2631
2.3751,Cellline,BL-NHL,BL.C8,CDKN3,2632
0.1808,Cellline,EWS,EWS.C1,CDKN3,2633
0.4174,Cellline,EWS,EWS.C10,CDKN3,2634
0.2578,Cellline,EWS,EWS.C11,CDKN3,2635
0.6355,Cellline,EWS,EWS.C2,CDKN3,2636
0.9457,Cellline,EWS,EWS.C3,CDKN3,2637
0.1199,Cellline,EWS,EWS.C4,CDKN3,2638
0.5734,Cellline,EWS,EWS.C6,CDKN3,2639
1.0435,Cellline,EWS,EWS.C7,CDKN3,2640
0.7813,Cellline,EWS,EWS.C8,CDKN3,2641
0.5349,Cellline,EWS,EWS.C9,CDKN3,2642
0.4823,Cellline,NB,NB.C1,CDKN3,2643
0.5258,Cellline,NB,NB.C10,CDKN3,2644
0.7553,Cellline,NB,NB.C11,CDKN3,2645
0.9319,Cellline,NB,NB.C12,CDKN3,2646
1.011,Cellline,NB,NB.C2,CDKN3,2647
0.665,Cellline,NB,NB.C3,CDKN3,2648
0.2614,Cellline,NB,NB.C4,CDKN3,2649
1.2451,Cellline,NB,NB.C5,CDKN3,2650
0.9026,Cellline,NB,NB.C6,CDKN3,2651
0.821,Cellline,NB,NB.C7,CDKN3,2652
1.2927,Cellline,NB,NB.C8,CDKN3,2653
0.9793,Cellline,NB,NB.C9,CDKN3,2654
0.9624,Cellline,RMS,RMS.C10,CDKN3,2655
0.1319,Cellline,RMS,RMS.C11,CDKN3,2656
0.4933,Cellline,RMS,RMS.C2,CDKN3,2657
0.4291,Cellline,RMS,RMS.C3,CDKN3,2658
0.8233,Cellline,RMS,RMS.C4,CDKN3,2659
1.0993,Cellline,RMS,RMS.C5,CDKN3,2660
0.4531,Cellline,RMS,RMS.C6,CDKN3,2661
0.6011,Cellline,RMS,RMS.C7,CDKN3,2662
0.581,Cellline,RMS,RMS.C8,CDKN3,2663
0.336,Cellline,RMS,RMS.C9,CDKN3,2664
0.7128,Tumor,EWS,EWS.T1,CDKN3,2665
0.5459,Tumor,EWS,EWS.T11,CDKN3,2666
0.5654,Tumor,EWS,EWS.T12,CDKN3,2667
0.1324,Tumor,EWS,EWS.T13,CDKN3,2668
0.4052,Tumor,EWS,EWS.T14,CDKN3,2669
0.4098,Tumor,EWS,EWS.T15,CDKN3,2670
0.6432,Tumor,EWS,EWS.T19,CDKN3,2671
0.8795,Tumor,EWS,EWS.T2,CDKN3,2672
0.1936,Tumor,EWS,EWS.T3,CDKN3,2673
0.2207,Tumor,EWS,EWS.T4,CDKN3,2674
0.1427,Tumor,EWS,EWS.T6,CDKN3,2675
0.3075,Tumor,EWS,EWS.T7,CDKN3,2676
0.9617,Tumor,EWS,EWS.T9,CDKN3,2677
0.3777,Tumor,RMS,RMS.T1,CDKN3,2678
0.3365,Tumor,RMS,RMS.T10,CDKN3,2679
0.4207,Tumor,RMS,RMS.T11,CDKN3,2680
0.3028,Tumor,RMS,RMS.T2,CDKN3,2681
0.1798,Tumor,RMS,RMS.T3,CDKN3,2682
0.1857,Tumor,RMS,RMS.T4,CDKN3,2683
1.1226,Tumor,RMS,RMS.T5,CDKN3,2684
0.4525,Tumor,RMS,RMS.T6,CDKN3,2685
0.2211,Tumor,RMS,RMS.T7,CDKN3,2686
0.1418,Tumor,RMS,RMS.T8,CDKN3,2687
0.6519,Tumor,RMS,RMS.T9,CDKN3,2688
0.462,Cellline,BL-NHL,BL.C1,CHD3,2689
1.3912,Cellline,BL-NHL,BL.C2,CHD3,2690
1.3851,Cellline,BL-NHL,BL.C3,CHD3,2691
1.0508,Cellline,BL-NHL,BL.C4,CHD3,2692
1.171,Cellline,BL-NHL,BL.C5,CHD3,2693
1.2225,Cellline,BL-NHL,BL.C6,CHD3,2694
1.0141,Cellline,BL-NHL,BL.C7,CHD3,2695
0.3185,Cellline,BL-NHL,BL.C8,CHD3,2696
3.0948,Cellline,EWS,EWS.C1,CHD3,2697
2.2963,Cellline,EWS,EWS.C10,CHD3,2698
2.3546,Cellline,EWS,EWS.C11,CHD3,2699
2.2041,Cellline,EWS,EWS.C2,CHD3,2700
1.8474,Cellline,EWS,EWS.C3,CHD3,2701
3.0183,Cellline,EWS,EWS.C4,CHD3,2702
2.8934,Cellline,EWS,EWS.C6,CHD3,2703
1.5784,Cellline,EWS,EWS.C7,CHD3,2704
2.0224,Cellline,EWS,EWS.C8,CHD3,2705
3.0308,Cellline,EWS,EWS.C9,CHD3,2706
1.6362,Cellline,NB,NB.C1,CHD3,2707
0.6232,Cellline,NB,NB.C10,CHD3,2708
1.1876,Cellline,NB,NB.C11,CHD3,2709
1.6392,Cellline,NB,NB.C12,CHD3,2710
0.7002,Cellline,NB,NB.C2,CHD3,2711
0.597,Cellline,NB,NB.C3,CHD3,2712
3.8191,Cellline,NB,NB.C4,CHD3,2713
1.1116,Cellline,NB,NB.C5,CHD3,2714
1.6048,Cellline,NB,NB.C6,CHD3,2715
0.9532,Cellline,NB,NB.C7,CHD3,2716
1.4071,Cellline,NB,NB.C8,CHD3,2717
0.6494,Cellline,NB,NB.C9,CHD3,2718
1.4254,Cellline,RMS,RMS.C10,CHD3,2719
1.6215,Cellline,RMS,RMS.C11,CHD3,2720
1.8257,Cellline,RMS,RMS.C2,CHD3,2721
4.1014,Cellline,RMS,RMS.C3,CHD3,2722
1.71,Cellline,RMS,RMS.C4,CHD3,2723
2.6287,Cellline,RMS,RMS.C5,CHD3,2724
1.6582,Cellline,RMS,RMS.C6,CHD3,2725
1.0958,Cellline,RMS,RMS.C7,CHD3,2726
0.6773,Cellline,RMS,RMS.C8,CHD3,2727
1.8669,Cellline,RMS,RMS.C9,CHD3,2728
3.8247,Tumor,EWS,EWS.T1,CHD3,2729
6.6194,Tumor,EWS,EWS.T11,CHD3,2730
7.9916,Tumor,EWS,EWS.T12,CHD3,2731
3.4522,Tumor,EWS,EWS.T13,CHD3,2732
7.8984,Tumor,EWS,EWS.T14,CHD3,2733
10.922,Tumor,EWS,EWS.T15,CHD3,2734
10.953,Tumor,EWS,EWS.T19,CHD3,2735
6.035,Tumor,EWS,EWS.T2,CHD3,2736
5.1584,Tumor,EWS,EWS.T3,CHD3,2737
0.6926,Tumor,EWS,EWS.T4,CHD3,2738
4.2783,Tumor,EWS,EWS.T6,CHD3,2739
5.812,Tumor,EWS,EWS.T7,CHD3,2740
5.9673,Tumor,EWS,EWS.T9,CHD3,2741
3.2397,Tumor,RMS,RMS.T1,CHD3,2742
3.2657,Tumor,RMS,RMS.T10,CHD3,2743
1.137,Tumor,RMS,RMS.T11,CHD3,2744
2.3317,Tumor,RMS,RMS.T2,CHD3,2745
0.8297,Tumor,RMS,RMS.T3,CHD3,2746
